year,venue,paper_id,review_id,segment_id,segment_type,segment_hash,paper_decision,review_score,review_confidence,raw_open_code,canonical_code,canonical_code_id,split,source_available_from,code_model,moderator_model
2022,ICLR.cc,ue4CArRAsct,ICLR.cc/2022/Conference/Paper1481/Reviewer_EdoF,seg_3d3cada101bb39c1,full_review,5f9668ebba804814495d8c12aae7f221e34430fc700eb0defc4f27a9e28e8c41,Reject,8.0,,Strong empirical results and clear presentation,Clear presentation and strong empirical support,CC002052,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,ygtmPu0xZy,ICLR.cc/2025/Conference/Submission11456/Reviewer_PN7r,seg_0e9d9c802ffc4eab,strength,2fd401f05c416bf7b332a596bb3f4c037f6affeff6465012e4babcb63f27bec0,Reject,6.0,,"strong-motivation, clear-method, promising-experiments",Clear motivation and effective experiments,CC001716,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,wM2sfVgMDH,ICLR.cc/2025/Conference/Submission13578/Reviewer_Csii,seg_fc91109001e3dfc0,weakness,e9284b5e2f5bee5adba0870829bc3b7773759f3ac9870bf8eac7b829b43989d2,Accept (Oral),8.0,,additional benchmarks,Additional benchmarks,CC027934,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,xRiZddh5Pb,ICLR.cc/2024/Conference/Submission7891/Reviewer_JN8R,seg_45d7b2872cb56fed,weakness,04a43a78f9adf5a28bc9086977a04c07d8f307737ae9862ab9a00091d3b45399,Reject,3.0,,Insufficient benchmarking and comparison,Lack of benchmark clarity,CC016194,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,3NmO9lY4Jn,ICLR.cc/2024/Conference/Submission4711/Reviewer_Xf5u,seg_4e3f296020e10fbb,strength,ad5a33ad967237cbbe5261d9afe084c5c1001745dd603bb6b6aad72cba35cbee,Accept (poster),6.0,,Clear methodology with practical applications,Clear methodology with practical applications,CC001675,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,BklhsgSFvB,ICLR.cc/2020/Conference/Paper2515/AnonReviewer4,seg_625e7ad9faf110d2,full_review,3ce03b75d3de047ed95474bfa14e0c60d709c6fdf83af64c58ea6e82469cc4bb,Reject,3.0,,Innovative multi-task learning with attention mechanism,Innovative multi-task learning with attention mechanism,CC012872,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,opZTBFnX2G,ICLR.cc/2024/Conference/Submission3172/Reviewer_pmMK,seg_9e98813a02e3c446,strength,52414acaab1aff311368259db39ea21babe6e51981e328297a15bc0a6d83ce00,Reject,6.0,,Strong empirical validation and thorough analysis,Thorough analysis and empirical validation,CC025986,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,6LLho5X6xV,ICLR.cc/2024/Conference/Submission7524/Reviewer_es5d,seg_a56524a3afb5f34c,strength,dc8b6345be06b6eb32fbd8de91bbbc54c232d055646878bb07e5b0a8e69505b1,Accept (poster),8.0,,Clear methodology and novel contributions,Novel contribution and clear methodology,CC020300,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,8QE3pwEVc8P,ICLR.cc/2022/Conference/Paper2943/Reviewer_podk,seg_c57c4108a8170366,full_review,64690bbc4f480375c43b0f2df9ff6b6062de633401a480a70619202ba81e5df0,Reject,8.0,,Innovative combination of zero-cost proxies and differentiable NAS,Innovative zero-cost proxies for NAS,CC014461,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,vxutwN3xQN,ICLR.cc/2025/Conference/Submission9037/Reviewer_eath,seg_a1f991a1df63dbcd,weakness,195c8b122cb5159d83ac6ef923d9feed442c5cca741b7948eaba798aa3eb60df,Reject,6.0,,inconsistent benchmark,Inconsistent benchmark,CC030178,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,HDbKLu0bkn,ICLR.cc/2024/Conference/Submission3476/Reviewer_KrfM,seg_32a38f5baef6705c,weakness,74be6f04817caef69105cb6347be824ab5a3dbe0a238e7d04c5ff598642ad8ee,Reject,1.0,,Poor writing quality and lack of clarity,Poor writing and clarity issues,CC022163,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,S1xjJpNYvB,ICLR.cc/2020/Conference/Paper314/AnonReviewer1,seg_7fd9c0377877f6cf,full_review,3916f1263673ababe9903f2d607d43def5ff9169eb74ceb816a66a0358521fda,Reject,3.0,,Innovative approach to few-shot classification across domains,Novel technique for few-shot classification,CC021324,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,3i_7H3phuy3,ICLR.cc/2023/Conference/Paper6175/Reviewer_59jo,seg_c789d41f0e611474,full_review,d2add012415eadad0c5afefa1f353cdb4915cd30b75dab2e2f028d06594a155d,Reject,6.0,,Strong literature review and theoretical framework,Strong literature review and theoretical framework,CC024837,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,MwxaStJXK6v,ICLR.cc/2021/Conference/Paper2374/AnonReviewer2,seg_b5f3395cf6316635,full_review,08bccdbd0b7488e68db69202cedc39cd6021db1494bb376c4d7cb0472724a07e,Reject,6.0,,Improved theoretical analysis of double Q-learning,Improved theoretical analysis of double Q-learning,CC008987,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,xajif1l65R,ICLR.cc/2025/Conference/Submission12709/Reviewer_uDVp,seg_87f8583295546d5e,weakness,32079b0d0cc7330e4946de812157c11e0c0121f89922267d99b5e4a4242c9c0c,Reject,5.0,,limited datasets,Limited datasets,CC030853,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,ab7fanwXWu,ICLR.cc/2022/Conference/Paper3150/Reviewer_BGYL,seg_0fb7749c8326d2c8,full_review,1610c9388c5cb845f45664e437dec663fe9c7e223689dc2d4cf6e805e5a72395,Reject,1.0,,Innovative reparameterization concept,Innovative reparameterization concept,CC013403,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,wJv4AIt4sK,ICLR.cc/2025/Conference/Submission942/Reviewer_55F2,seg_5b8424e02f9bc6e2,weakness,960055ac8f7f250add210964967f078ee8f8ad314cc9c925c79ec7e1dd26b018,Accept (Spotlight),8.0,,limited datasets,Limited datasets,CC030853,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,rGvDRT4Z60,ICLR.cc/2024/Conference/Submission9455/Reviewer_p5Rv,seg_361239833400d64e,strength,856d0cb42e30688704c7404482a657fa29977e69333625d3358218b40af7474c,Reject,3.0,,Clear writing and innovative algorithmic approach,Clear writing and effective algorithm,CC002415,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,bJx4iOIOxn,ICLR.cc/2024/Conference/Submission1171/Reviewer_8arZ,seg_135edbe3c9a72347,weakness,3d32b55edb2414cbb3c66b34e0606e30826c75eacd7cf477ccd3bba240f2e4a3,Accept (poster),6.0,,Insufficient experimental support and clarity issues,Insufficient experimental validation,CC014811,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,vunPXOFmoi,ICLR.cc/2025/Conference/Submission2852/Reviewer_Dn7v,seg_73619dc2e0162379,strength,a98f0ebcb138f8e9e563dab5cd916442cf1afcab98683ac215418a8ed157d8fc,Accept (Poster),6.0,,extensive evaluation,Extensive evaluation,CC029521,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,CcXTudu9bvu,ICLR.cc/2023/Conference/Paper6402/Reviewer_xCAd,seg_37d1475096c7a1b0,full_review,a8fbdd1d06217f395f8509de4ea1adc3a3992ea592571ad627717b0b508bc377,Reject,6.0,,Strong theoretical analysis,Strong theoretical analysis,CC025073,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,KrOmLMFYHi,ICLR.cc/2024/Conference/Submission1204/Reviewer_2Muy,seg_0ce422b2d8e382fe,weakness,a13d505ba7e4d948039f0dca339e9da726a3dbae44dccddb2a58a51749319e01,Reject,6.0,,Lack of clarity and detail in methodology and figures,Lack of clarity in figures and methodology,CC016451,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,LGTmlJ10Kes,ICLR.cc/2022/Conference/Paper4452/Reviewer_mHjR,seg_9b1046113af5be75,full_review,254afa7c67a370afc02ae4439006541647cee7ae00f588f86ab616d06671383a,Reject,5.0,,Broad experiments and clear presentation,Clear presentation and strong experimental results,CC002054,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,CW2aryHm95,ICLR.cc/2024/Conference/Submission5865/Reviewer_NkJU,seg_6d3fab0444ee781e,strength,3f343d68a5145333c1be3dc39132e6b784201e8bc5282f0d7df00db17f73fedb,Reject,3.0,,Clear presentation and strong empirical evaluation,Clear presentation and strong empirical support,CC002052,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,bxITGFPVWh,ICLR.cc/2024/Conference/Submission6100/Reviewer_kdwN,seg_b4684097f4c92c19,weakness,7468af39e647119bac021d0ae98ffeb65cdfc4216f8bf44323856aac2a6e92b3,Accept (spotlight),6.0,,Inconsistent results without justification,Inconsistent results,CC030189,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,Dr4qD9bzZd,ICLR.cc/2024/Conference/Submission4608/Reviewer_VH6U,seg_9e5cd5d26e0da57a,strength,f518e2e1ed2a4873c0ca121f24d291598b0c568a022bf1a024f9af022112a140,Reject,3.0,,clarity of writing,Writing clarity issues,CC027843,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,1ugNpm7W6E,ICLR.cc/2022/Conference/Paper1140/Reviewer_svEE,seg_1d43493ff0133947,full_review,c29da3e3b53a6f9a03eebcfc909c8d3325afea8014e3cc13f71ee2182ae26041,Accept (Poster),6.0,,novel methodology with strong empirical support,Novel methodology and strong empirical results,CC020943,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,FILleBqk31S,ICLR.cc/2023/Conference/Paper5623/Reviewer_BGUG,seg_64ee7c591c6df252,full_review,7bdd67d94569f8ea03b7dc58ee38fc75bb817ff649e6d543a544f5d9928ca6ac,Reject,3.0,,Strong empirical and theoretical analysis; clear writing,Clear writing and strong theoretical foundation,CC002810,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,O0vy7hHqyU,ICLR.cc/2024/Conference/Submission7754/Reviewer_eXUi,seg_09768364c14ec482,strength,4cf7c88a60d1cbb2d0a0577213251942dff47dda2d11fda7437cc9a067d379c9,Reject,3.0,,Clear structure and strong experimental results,Clear structure and strong experimental results,CC002288,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,FNCFiXKYoq,ICLR.cc/2024/Conference/Submission7256/Reviewer_id92,seg_2b9893e776668aa3,weakness,4a61e5084087663382cd540864670694927498b457112a50ecfc40df2bda4d94,Reject,3.0,,Lack of clarity and originality in methodology,Lack of originality and clarity in methodology,CC017132,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,mzyZ4wzKlM,ICLR.cc/2024/Conference/Submission8030/Reviewer_2HZC,seg_6d6541f3eca4fc25,weakness,4a73ba84caabf75417c426fb08f659764385d62f2c899fd45c1e9eff4145fff6,Accept (poster),6.0,,Lack of clarity and examples in definitions,Lack of clarity and definitions,CC016238,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,HrRKc9ei7h,ICLR.cc/2024/Conference/Submission3801/Reviewer_1CJx,seg_3e2c8c87559bb94c,weakness,8c35f384ccecd2402f80263f5b68305a3a0ea8c84a89493714765bfd6f6082f3,Accept (poster),6.0,,limited contribution,Limited contribution,CC017747,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,f8S3aLm0Vp,ICLR.cc/2024/Conference/Submission2187/Reviewer_vEW1,seg_4aad8f56b4a4c96c,weakness,51514505799e6d0692475d277aae27e0c1e6ab5972b1aae4b1ef8a078b7232c5,Accept (poster),6.0,,Need for robustness analysis and adversarial discussion,Innovative approach to adversarial robustness,CC010323,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,u6jbcaCHqO,ICLR.cc/2024/Conference/Submission4694/Reviewer_evdV,seg_df49bf5437216b76,weakness,2c4b96920dddc8abc7a3aa1a0db7742736c49e43090e0d95b9b497309f8b59ff,Reject,3.0,,Lack of novelty and citation issues,Lack of novelty and citation issues,CC017046,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,7zY781bMDO,ICLR.cc/2024/Conference/Submission4646/Reviewer_9pmM,seg_4d4635dd971a9a14,weakness,9630c322d9485a14e7a9ca13a380810dac6ce508c02460f5cc7f0fb24a27df0a,Accept (poster),8.0,,Lack of ablations and experimental limitations,Insufficient ablation studies,CC014669,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,0tsJ7Nv5hk,ICLR.cc/2024/Conference/Submission3510/Reviewer_uXNh,seg_d30cd8e7e857bbac,weakness,1a641599f85ade63add847175618554d9efc0f18dc6f4d9f9e3fac0b81a6e26d,Reject,3.0,,Limited technical contribution and lack of comparative analysis,Lack of comparative analysis and limited technical contribution,CC016660,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,OKcJhpQiGiX,ICLR.cc/2023/Conference/Paper4621/Reviewer_e6Ls,seg_2b5e623b4ed9fbbd,full_review,3737cbc1f3b1c777d9586450031b7b9c01547cbeaeda61d9ea8c7d54bbc8cf55,Accept: poster,8.0,,Novel approach to disentanglement and promising experimental results,Novel approach to disentanglement and promising experimental results,CC019980,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,SkxaueHFPB,ICLR.cc/2020/Conference/Paper2416/AnonReviewer3,seg_492a1b3f1b358013,full_review,26b690a641af0bfab6cc39512a667dc986dc8187ea220515e7edf592c72b3e71,Reject,8.0,,novel insights on GAN training stability,Challenges in GAN training stability,CC000969,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2025,ICLR.cc,rdv6yeMFpn,ICLR.cc/2025/Conference/Submission11126/Reviewer_B3EZ,seg_60691e8e3869cdcf,weakness,f7220f00a8dccbabc4dda41d8941f4db7aaa1d2631242417ca2fa65293c0278e,Accept (Oral),10.0,,no major weaknesses,No major weaknesses,CC031617,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,BJlrZyrKDB,ICLR.cc/2020/Conference/Paper1541/AnonReviewer3,seg_59c29738b993a434,full_review,36ca717737562df573cec61c1409ba6bb432e08f625b451878c8c41b019ffee8,Reject,6.0,,Innovative statistical framework for saliency estimation,Novel statistical framework for saliency estimation,CC032301,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,i43XCU54Br,ICLR.cc/2024/Conference/Submission7199/Reviewer_CxXZ,seg_417dfe8afa3d4475,weakness,07d840daa65fae108e1ffc8bb5f4335d9bbff573ef1709bb038349e43dba5a89,Reject,5.0,,Incremental contributions and limited novelty,Incremental contribution and lack of novelty,CC009326,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,QlFlo5533z,ICLR.cc/2024/Conference/Submission8466/Reviewer_U13W,seg_6571fb76bf89811b,strength,8859aece6204e19e7b7369767bbbf6390e2457d339ce053745db4d3789ea52ca,Reject,1.0,,Innovative methodology with comprehensive experiments,Innovative approach with comprehensive experiments,CC010796,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,VWqiPBB_EM,ICLR.cc/2023/Conference/Paper5037/Reviewer_krEs,seg_a1d41cb1077fb57f,full_review,4371b4b2bf479aac1c15afd4cbd56600fe16ac22b6dc195f5b66d94b77b6a35c,Accept: poster,6.0,,Clear presentation and correct proof,Clear presentation and correct proof,CC001955,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,tmBKIecDE9,ICLR.cc/2024/Conference/Submission4172/Reviewer_j8Na,seg_c9ef1c3ed0c575d1,strength,ebbb74e464a5b78f3750ef0fa64f77e571729e24e1681e1ccd1d5a21785d5ef9,Accept (poster),5.0,,well-written and significant empirical results,Well-written and strong empirical results,CC035097,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2020,ICLR.cc,H1ls_eSKPH,ICLR.cc/2020/Conference/Paper2410/AnonReviewer1,seg_c40c48cb859fd234,full_review,700aa32ac7ffe0a0581707762716d753a94a1346f74ba7d8735d021059aaf990,Reject,1.0,,Innovative approach to continual learning,Innovative framework for continual learning,CC011789,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,shzu8d6_YAR,ICLR.cc/2023/Conference/Paper2868/Reviewer_6zkG,seg_01401806aaf82116,full_review,d1bc616087a4c844f8513a42fdb34a668b21853b14b18f5c4df87cc25a7cec76,Accept: poster,8.0,,Theoretical guarantees for fairness and optimality,Theoretical guarantees for fairness and optimality,CC025785,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2023,ICLR.cc,X8-VWbONvr,ICLR.cc/2023/Conference/Paper4050/Reviewer_9ej8,seg_c2534c6799206168,full_review,c0074b2ef3ecafdf44440746dbd3d813e510bbd342675eea6f2e2ab7f71f6abb,Reject,5.0,,Novel use of conditional diffusion models and comprehensive experimental results,Innovative use of conditional diffusion model; diverse experimental applications,CC014204,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,iHcTLIor0m,ICLR.cc/2024/Conference/Submission6489/Reviewer_P4Q6,seg_88ced887b0f0fe1e,weakness,ba80ab01e3042ffa7be0127347a9330c1032ef2c52c1849d90cbc23c86ce3826,Accept (poster),6.0,,Lack of clarity and empirical support,Lack of clarity and empirical support,CC016266,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2021,ICLR.cc,dV19Yyi1fS3,ICLR.cc/2021/Conference/Paper630/AnonReviewer5,seg_5959d259f2c995fe,full_review,eca03209fcd75badfd64b3b7074d2cf67754b6d3e5949191848e6f7639585f54,Accept (Poster),5.0,,Effective low-bit quantization technique,Effective low-bit quantization technique,CC005440,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2022,ICLR.cc,aD7uesX1GF_,ICLR.cc/2022/Conference/Paper2904/Reviewer_TdU6,seg_77c388b6d62c8201,full_review,9f95c91a72fd2c798a7b307021cfea0c36c2c5b111c5d0a2c3895117856b2e81,Accept (Poster),8.0,,Promising improvements in object-centric learning,Novel contribution to object-centric learning,CC020319,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,TpD2aG1h0D,ICLR.cc/2024/Conference/Submission4430/Reviewer_1xci,seg_8b0c9a7c3e92224c,strength,c66a399e5a0fa925860ec94cc2ff4ffde62eb1e54127e59fd3502d7ac35c2c67,Accept (oral),8.0,,Clear motivation and strong theoretical support,Clear motivation and strong theoretical support,CC001815,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,g6eCbercEc,ICLR.cc/2024/Conference/Submission4476/Reviewer_v8jc,seg_7901d6ac02e4b7d6,weakness,5b21fda10ff3eab4ee704883e8b04c2133daf3bde451b611a01fbadd9181f860,Accept (poster),8.0,,Lack of statistical analysis,Lack of statistical analysis,CC017268,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
2024,ICLR.cc,2dLMPOY0HW,ICLR.cc/2024/Conference/Submission6120/Reviewer_zabj,seg_69f76eb2253bb243,weakness,724ef12ab2ebeb0154127e012baff9558b2dbb888ba71c7bdf293395f644364e,Reject,3.0,,Insufficient justification for claims,Insufficient justification for claims,CC014860,quality_curated_public_sample,OpenReview,Qwen2.5-7B-Instruct; Mistral-7B-Instruct-v0.2; Zephyr-7B-beta,Mixtral-8x7B-Instruct-v0.1
